Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
3,Development FIs,LPPSA,CEO: Not confirmed (management page is image-only; browser_vision identified names Farid/Zawawi/Zuwardi but roles unclear) [Searched: lppsa.gov.my - image-based page; web/firecrawl - limited],,,,,,
5,GLC-Linked,Lembaga Tabung Haji,"Shamsul Kamal Hussein Kamal (Chief Information Technology Officer, CISO-equivalent) [Official: tabunghaji.gov.my/peneraju-th, conf 75]",Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) + Mohd Hasraff Hashim (Head of Integrity & Governance) [Composite] [Official: tabunghaji.gov.my/peneraju-th],"Shamsul Bahar Shamsudin (Group Executive Director, Finance) [Official: tabunghaji.gov.my/peneraju-th]; Mustakim Mohamad (was Group Exec Dir Finance, now CEO since 6 May 2025) [News: bharian.com.my]",Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) [Official: tabunghaji.gov.my/peneraju-th],Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) [Official: tabunghaji.gov.my/peneraju-th],Shamsul Kamal Hussein Kamal (Chief Information Technology Officer) [Official: tabunghaji.gov.my/peneraju-th],Abu Bakar Baba (Group Chief Internal Auditor) [Official: tabunghaji.gov.my/peneraju-th]
2,Insurers,Liberty General Insurance Berhad,"Ganesan Vaithilingam — Chief Information Officer (CISO-equivalent: responsibilities include ""information security"" and ""Secure IT environment development"") [Official: libertyinsurance.com.my/corporate/management-team] | conf 72 | No dedicated CISO role; CIO handles infosec.",Jonathan Chong (CRO) + Suffian bin Abdul Rahman (Compliance) [Group-level composite],Suppiah Poongavanam (Chief Financial Officer) [Wayback Machine: libertyinsurance.com.my],Jonathan Chong (Chief Risk Officer) [Wayback Machine: libertyinsurance.com.my],Suffian bin Abdul Rahman (Chief Compliance Officer) [Wayback Machine: libertyinsurance.com.my],Ganesan Vaithilingam (Chief Information Officer) [Wayback Machine: libertyinsurance.com.my],Tan Bee Chuan (Chief Internal Auditor) [Wayback Machine: libertyinsurance.com.my]
2,Insurers,Lonpac Insurance Bhd,Lai Geng Farn (Chief Information Security Officer) [Official: lonpac.com],Lee Chiew Lai (CRO) + Mahinder Kaur a/p Kapal Singh (Compliance) [Composite],"Ng Seng Khin (Group Chief Financial Officer, designated 24 Jan 2025; CFO of Lonpac since 2019) [Official: lpicapital.com/about-us/management-team, conf 90]",Lee Chiew Lai (Chief Risk Officer) [Official: lonpac.com],Mahinder Kaur a/p Kapal Singh (Chief Compliance Officer) [Official: lonpac.com],Cynthia Ng Boon Howe (Chief Information Officer) [Official: lonpac.com],"Irene Hwang Siew Ling (Group Chief Internal Auditor, designated 24 Jan 2025; Chief Internal Auditor of Lonpac since 1998; MIA CA, CPA Malaysia) [Official: lpicapital.com/about-us/management-team, conf 90]"
4,E-Money,MAE by Maybank (Maybank Islamic),Devinder Singh (Group CISO) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Shafiq Abdul Jabbar (Group CFO) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Inn Yiow (Group Chief Compliance Officer) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Giorgio Migliarina (Group Chief Technology & Digital Officer) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],"Malique Firdauz Ahmad Sidique (Group Chief Audit Executive, Maybank Group) [Official: freemalaysiatoday.com, conf 85 - Group-level, effective Oct 2025] [INHERITED from Maybank Islamic Berhad - product brand governance]"
4,E-Money,MAE by Maybank (Maybank2u),Devinder Singh (Group CISO) [LinkedIn/The Org] [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank] [INHERITED from Maybank Berhad - product brand governance],Shafiq Abdul Jabbar [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail [INHERITED from Maybank Berhad - product brand governance],Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo] [INHERITED from Maybank Berhad - product brand governance],Giorgio Migliarina (Group Chief Technology & Digital Officer) [INHERITED from Maybank Berhad - product brand governance],Azian Ismail (Chief Audit Executive) [TheOrg] [INHERITED from Maybank Berhad - product brand governance]
3,Development FIs,MARA,CEO (Ketua Pengarah): Datuk Zulfikri Osman (appointed March 2025) [Official: mara.gov.my - management team page],,,,,"Dr. Azmi bin Amat Murjan (Timbalan Ketua Pengarah MARA (Khidmat Pengurusan) / Ketua Pegawai Digital (CDO)) [Official: mara.gov.my, conf 85]",
5,GLC-Linked,MARA (Majlis Amanah Rakyat),CEO (Ketua Pengarah): Datuk Zulfikri Osman (appointed March 2025) [Official: mara.gov.my - management team page],,,,,"Dr. Azmi bin Amat Murjan (Timbalan Ketua Pengarah MARA (Khidmat Pengurusan) / Ketua Pegawai Digital (CDO)) [Official: mara.gov.my, conf 85]",
2,Insurers,MCIS Insurance Berhad,"NOT FOUND [Checked: mcis.my Executive Management Committee page (Exco members confirmed, no CISO listed), MCIS Annual Report 2025 PDF (61,306 chars parsed), Corporate Governance Disclosures PDF (28 pages). Senior management structure does not include a dedicated CISO at Exco level. Conf 40.]","NOT FOUND [Checked: same MCIS sources. MCIS Exco lists CRO (Nurliana binti Mat Lazim) and Head of Compliance (Norlin Fatima Albakri) as separate roles, but no combined ""Head of GRC"" role. GRC function appears split between CRO and Head of Compliance at MCIS. Conf 40.]",Susan Conradie (Chief Financial Officer) [Official: mcis.my],"Nurliana binti Mat Lazim (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 90]",Norlin Fatima Albakri (Chief Compliance Officer) [Official: mcis.my],Ng Chee Sang (Chief Technology Officer) [Official: mcis.my],Noor Hayati binti Abu Yaziz (Chief Internal Auditor) [Official: mcis.my]
2,Investment Banks,MIDF Amanah Investment Bank Berhad,"CEO: Azizi Mustafa (Chief Executive Officer, MIDF Berhad) [Official: midf.com.my/key-management, conf 95]",Nor Azita Binti Sarip (SVP/Head Group Secretarial & Legal) [Official: midf.com.my],"Shahnaz Jammal (Group Chief Financial Officer, MBSB Bank) [Official: mbsb.com/corporate_about_team.html, conf 80 - Group-level]","Laurence Ong Wooi Keat (Group Chief Risk Officer, MBSB Bank) [Official: mbsb.com/corporate_about_team.html, conf 80 - Group-level]",Meor Ibrahim Othman (SVP/Head Group Compliance) [Official: midf.com.my],"Noor Azman Bin Abdul Karim (Group Chief Technology Officer, MBSB Bank) [Official: mbsb.com/corporate_about_team.html, conf 80 - Group-level]",Zanariah Daud (SVP/Head Group Control Assurance) [Official: midf.com.my]
2,Insurers,MSIG Insurance (Malaysia) Bhd,NOT FOUND [Official: msig.com.my/about-msig (12 senior managers) + MSIG Annual Report 2025 PDF page 10 (13 senior managers) — no CISO publicly disclosed. IT security function likely reports under Chin Jee Gwan (EVP IT/Digital/Bancassurance/Branding). conf 35],NOT FOUND [Official: MSIG Annual Report 2025 PDF page 10 Senior Management section — no separate Head of GRC listed. GRC function consolidated under SVP ERM Kelvin Hii Chee Yun (already mapped to CRO). conf 35],"Soh Lai Sim (COO, also Officer primarily responsible for financial management) [Official: MSIG Annual Report 2025]","Kelvin Hii Chee Yun (SVP, Enterprise Risk Management) [Official: MSIG Annual Report 2025]","NOT FOUND [Official: MSIG Annual Report 2025 PDF Corporate Governance section — confirms Chief Compliance Officer role exists but explicitly states name is ""Not explicitly named in the provided text"". External auditor: KPMG PLT. conf 35]","Chin Jee Gwan (EVP IT, Digital, Bancassurance & Branding) [Official: MSIG Annual Report 2025]","NOT FOUND [Official: MSIG Annual Report 2025 PDF Internal Audit section — confirms Chief Internal Auditor role exists but explicitly states name is ""Not explicitly named in the provided text"". conf 35]"
2,Investment Banks,Malaysia International Islamic Bank IB,"ENTITY NON-EXISTENT [No match on BNM licensed Islamic banks list (Bank Islam, Bank Muamalat, Maybank Islamic, CIMB Islamic, RHB Islamic, Hong Leong Islamic, AmIslamic, Affin Islamic, Public Bank Islamic, KFH, Bank Rakyat, Agrobank). No BNM/Bursa/SSM record. Likely mislabel or placeholder.]",,,,,,
2,Insurers,Manulife Insurance Berhad,NOT FOUND [Official: manulife.com.my Board of Directors page only — no Senior Management Team page exists. Corporate Governance page mentions Group Risk Management Committee but no CISO named. conf 25],NOT FOUND [Official: manulife.com.my Corporate Governance page — Group Risk Management Committee Terms of Reference PDF linked but no Head of GRC named publicly. conf 25],"Ng Chun Nam (Chief Financial Officer) [Official: Manulife Annual Report 2024, conf 85]","Mohd Naim Mohd Arsad (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 90]","Senthil Woon (Chief Compliance Officer) [RocketReach, conf 50]; CEO: Vibha Hamsi Coburn (confirmed [Official: manulife.com.my board page, conf 95]); Board Risk Cmte Chair: Arthur Jay Belfer; Audit Cmte Chair: Vijayam Nadarajah [Official: manulife.com.my]","Bernard Sia (Chief Information Officer) [Official: Manulife Annual Report 2024, conf 85]",NOT FOUND [Official: manulife.com.my Corporate Governance page — Group Audit Committee Terms of Reference PDF linked but no Head of Internal Audit named publicly. conf 25]
2,Takaful,Manulife Takaful Malaysia Berhad,,,"Ng Chun Nam (Chief Financial Officer, Manulife Insurance Berhad - management shared) [Official: Manulife Annual Report 2024, conf 85]",,,"Bernard Sia (Chief Information Officer, Manulife Insurance Berhad - management shared) [Official: Manulife Annual Report 2024, conf 85]",
5,GLC-Linked,Maybank (Khazanah-linked),"DUPLICATE OF MAYBANK BERHAD [Already at 7/7 in DB. This ""Khazanah-linked"" entry is the same entity (Khazanah holds ~11.5% of Maybank). Recommend removing row or marking as duplicate. Do NOT re-research.]",,,,,,
1,Licensed Banks,Maybank Berhad,Devinder Singh (Group CISO) [LinkedIn/The Org],Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank],Shafiq Abdul Jabbar,Mohamed Rezwan Abdullah Ismail,Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo],Giorgio Migliarina (Group Chief Technology & Digital Officer),Azian Ismail (Chief Audit Executive) [TheOrg]
4,Card Schemes,Maybank Cash & Go Prepaid Card,Devinder Singh (Group CISO) [LinkedIn/The Org] [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank] [INHERITED from Maybank Berhad - product brand governance],Shafiq Abdul Jabbar [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail [INHERITED from Maybank Berhad - product brand governance],Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo] [INHERITED from Maybank Berhad - product brand governance],Giorgio Migliarina (Group Chief Technology & Digital Officer) [INHERITED from Maybank Berhad - product brand governance],Azian Ismail (Chief Audit Executive) [TheOrg] [INHERITED from Maybank Berhad - product brand governance]
2,Investment Banks,Maybank Investment Bank Berhad,"NOT FOUND [Official: maybank2u.com.my Senior Management page (6 senior managers: CEO, Deputy CEO, CFO, CRO, Human Capital Director, Head of IT — no CISO listed) + Maybank Group Leadership page (13 executives — no Group CISO publicly listed). CISO function likely inherited from Maybank Group. conf 35]",NOT FOUND [Official: Maybank IB Corporate Governance Statement June 2024 + Maybank Group Leadership page — no GRC head named at IB or Group level. GRC function likely exists at Maybank Group under Group CRO Mohamed Rezwan Abdullah Ismail. conf 25],"Ezrina Mahadzir (CFO, appointed 1 Apr 2021) [Official: maybank2u.com.my]","Cheryl Cheng Siew Ying (CRO, appointed 1 Jan 2021) [Official: maybank2u.com.my]","NOT FOUND [Official: Maybank IB Corporate Governance Statement June 2024 Page 9 — Board duty to designate Compliance Officers at Senior Management level (role confirmed to exist, name NOT disclosed). May inherit from Maybank Group. conf 40]","Adrian Tan Kai Thern (Head of IT, joined 25 Apr 2022) [Official: maybank2u.com.my]","NOT FOUND [Official: Maybank IB Corporate Governance Statement June 2024 Page 32 — Audit Committee responsibility to evaluate Head of Audit, Investment Banking (role confirmed to exist, name NOT disclosed). conf 40]"
1,Licensed Banks,Maybank Islamic Berhad,Devinder Singh (Group CISO) [Group-level: Maybank],Mohamed Rezwan Abdullah Ismail (Group CRO) [Group-level: Maybank],Shafiq Abdul Jabbar (Group CFO) [Group-level: Maybank],Mohamed Rezwan Abdullah Ismail (Group CRO) [Group-level: Maybank],Inn Yiow (Group Chief Compliance Officer) [Group-level: Maybank],Giorgio Migliarina (Group Chief Technology & Digital Officer) [Group-level: Maybank],"Malique Firdauz Ahmad Sidique (Group Chief Audit Executive, Maybank Group) [Official: freemalaysiatoday.com, conf 85 - Group-level, effective Oct 2025]"
4,Card Schemes,Maybank Singapore Airlines Enrich Card,Devinder Singh (Group CISO) [LinkedIn/The Org] [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank] [INHERITED from Maybank Berhad - product brand governance],Shafiq Abdul Jabbar [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail [INHERITED from Maybank Berhad - product brand governance],Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo] [INHERITED from Maybank Berhad - product brand governance],Giorgio Migliarina (Group Chief Technology & Digital Officer) [INHERITED from Maybank Berhad - product brand governance],Azian Ismail (Chief Audit Executive) [TheOrg] [INHERITED from Maybank Berhad - product brand governance]
4,Payment Operators,Me2U (by PayNet),,,"Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - Me2U is a PayNet product, inherited, conf 80 CAVEAT: Me2U not listed on official PayNet 10 named services; may be Maybank2u feature mislabeled.]",,,"Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - Me2U is a PayNet product, inherited, conf 80 CAVEAT: Me2U not listed on official PayNet 10 named services; may be Maybank2u feature mislabeled.]",
1,Licensed Banks,Mizuho Bank (Malaysia) Berhad,"CEO: Daisuke Ihara (Executive Director/CEO, appointed 1 Jul 2026, Certified AML Specialist) [Official: mizuhogroup.com Profile of Directors PDF, conf 95]; Chairman: Dato Dr Zaha Rina binti Zahari",,,,,,
3,MSBs,Money Match Sdn Bhd,"DUPLICATE OF MONEYMATCH SDN BHD [Correct spelling ""MoneyMatch Sdn Bhd"" already in DB at 4/7. This entry (with space) is the same entity. Recommend removing row or marking as duplicate. Founders: Adrian Tan, Nikki Yeo (moneymatch.co/about-us).]",,,,,,
3,MSBs,MoneyMatch Sdn Bhd,"Poorya (Chief Information & Security Officer) [Official: moneymatch.co/about-us, conf 90 - note: first name only displayed]",NOT FOUND [Official: moneymatch.co/about-us (15 leaders) — no GRC role listed. GRC function may be combined under Head of Compliance (Thavalogan). conf 30],"Anees Aisyah (Chief Financial Officer) [Official: moneymatch.co/about-us, conf 92]","NOT FOUND [Official: moneymatch.co/about-us (15 leaders) — no CRO listed. Risk function likely distributed across CEO, COO, and Head of Compliance. conf 30]","Thavalogan (Head of Compliance) [Official: moneymatch.co/about-us, conf 88 - note: first name only displayed]","Jerry Chee (Chief Technology Officer) [Official: moneymatch.co/about-us, conf 92]","NOT FOUND [Official: moneymatch.co/about-us (15 leaders) — no Head of Internal Audit listed. As BNM-licensed MSB, internal audit function required but may be outsourced. conf 30]"
1,Licensed Banks,OCBC Bank (Malaysia) Berhad,Dominic Yew,Dr Priya Ranjan Sharma (CRO) + Doreen Keng Chun Ching (Compliance) [Group-level: OCBC],Ms Teoh Yin Meng,Dr Priya Ranjan Sharma,Ms Doreen Keng Chun Ching,Mr Hong Hee Loon (Head of Technology),Mr Victor Ong Hock Seng
5,GLC-Linked,PNB Capital Berhad,"Ts. Muhammad Izzat bin Hj Abdul Aziz (PNB Group CTO, CISO-equivalent, inherited) [Source: pnb.com.my/en/leadership-en; conf 80]. PNB Capital has no dedicated IT/security executive; IT security leadership inherited from PNB Group CTO function.","Sahlawati Mustafa (Group Head, Compliance & Integrity) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Mohd Irwan Ahmad Mustafa (Group Chief Strategy & Financial Officer) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Mohd Azmir Mohd Jani (Chief Risk Officer) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Sahlawati Mustafa (Group Head, Compliance & Integrity) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Ts Izzat Aziz (Group Chief Technology Officer, PNB Group) [PNB Integrated Report 2024 / pnb.com.my/en/leadership-en, conf 90 - PNB Group CTO, won PIKOM CIO of the Year Award for AI Adoption] [INHERITED from PNB - product brand governance]","Noramly Bachok @ Abdul Aziz (Group Head, Internal Audit) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]"
5,GLC-Linked,PNB Equity Fund Berhad,"Ts. Muhammad Izzat bin Hj Abdul Aziz (PNB Group CTO, CISO-equivalent, inherited) [Source: pnb.com.my/en/leadership-en; conf 80]. PNB Equity Fund has no dedicated IT/security executive; IT security leadership inherited from PNB Group CTO function.","Sahlawati Mustafa (Group Head, Compliance & Integrity) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Mohd Irwan Ahmad Mustafa (Group Chief Strategy & Financial Officer) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Mohd Azmir Mohd Jani (Chief Risk Officer) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Sahlawati Mustafa (Group Head, Compliance & Integrity) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Ts Izzat Aziz (Group Chief Technology Officer, PNB Group) [PNB Integrated Report 2024 / pnb.com.my/en/leadership-en, conf 90 - PNB Group CTO, won PIKOM CIO of the Year Award for AI Adoption] [INHERITED from PNB - product brand governance]","Noramly Bachok @ Abdul Aziz (Group Head, Internal Audit) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]"
5,GLC-Linked,PNB Income Fund Berhad,"ENTITY LIKELY NON-EXISTENT [No evidence on pnb.com.my or ASNB fund listing (18 unit trust funds, none named ""PNB Income Fund""). PNB Capital and PNB Equity Fund previously confirmed non-existent. Recommend removal or marking as non-existent.]",,,,,,
3,Development FIs,PUNB,,"Ahmad Faisal Mohd Basir (Head, Company Secretary & Governance) [Official: punb.com.my]","Azman Abdullah (General Manager, Finance & Transformation Division) [Official: punb.com.my]","Mohd Sulaiman Khazali (Head, Internal Audit & Risk Management) [Official: punb.com.my]","Norasyikin Mansor (Head, Legal Affairs) [Official: punb.com.my]",,"Mohd Sulaiman Khazali (Head, Internal Audit & Risk Management) [Official: punb.com.my]"
4,Payment Operators,PayDirect (by PayNet),,,"Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - PayDirect = PayNet ""DirectDebit"" service, inherited, conf 85]",,,"Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - PayDirect = PayNet ""DirectDebit"" service, inherited, conf 85]",
4,Payment Operators,PayNet (PayNet Malaysia Sdn Bhd),"NOT FOUND [Function exists per PayNet Committees page: ""CISO Office"" reporting to Group Risk Committee. Name not on official leadership page. NOTE: PayNet CEO = Praveen Rajan (NOT Suhaila Kamaruddin as in some briefs); CCO = Azrul Fakhzan Mainor; CPO = Shafenaz Farouk.]",,"Tan Wei Tze (Chief Financial Officer) [Official: paynet.my/about-us/corporate-profile/leadership.html, conf 95]",,,"Teh Lip Guan (Chief Technology Officer) [Official: paynet.my/about-us/corporate-profile/leadership.html, conf 95]",
4,Card Schemes,PayNet Card (by PayNet),,,"Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - PayNet Card = PayNet ""MyDebit"" domestic debit card scheme, inherited, conf 85]",,,"Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - PayNet Card = PayNet ""MyDebit"" domestic debit card scheme, inherited, conf 85]",
5,GLC-Linked,Penang State Development Corporation (PSDC),"NOT FOUND [Entity correction: correct name is Penang Development Corporation (PDC) - pdc.gov.my. CEO confirmed: Dato' Abdul Latiff bin Abd Aziz (pdc.gov.my, conf 95). Org chart is JPEG image (not text-extractable). 0/7 target roles - management team not publicly listed.]",,,,,,
5,GLC-Linked,Permodalan BSN Berhad (PBSNB),"NOT FOUND [Official: pbsn.com.my/management-team/ (7-person management team) — no CISO, Head of Information Security, or any IT security title. As BSN Bank subsidiary, IT security may be inherited from parent BSN Bank CISO function. conf 35]","Wong Ching Fai @ Christopher (Head of Risk and Compliance) [Official: pbsn.com.my/staff/wong-ching-fai-christopher/, conf 90 - same person as CRO and Compliance; combined Risk and Compliance title functionally covers GRC]","Suzylah Mohamed Noor (Head of Finance and HR Shared Services) [Official: pbsn.com.my/management-team/, conf 90]","Wong Ching Fai @ Christopher (Head of Risk and Compliance) [Official: pbsn.com.my/management-team/, conf 95]","Wong Ching Fai @ Christopher (Head of Risk and Compliance) [Official: pbsn.com.my/management-team/, conf 95]",NOT FOUND [Official: pbsn.com.my/management-team/ (7-person management team) — no CIO or Head of IT. Mohd Irwan Wahed (Head of Investment and Research) is closest by seniority but investment-focused. IT/CIO function likely inherited from parent BSN Bank. conf 35],NOT FOUND [Official: pbsn.com.my/management-team/ — no Head of Internal Audit listed. Internal audit at small BSN subsidiaries typically provided by parent BSN Group Internal Audit or external auditors. conf 35]
5,GLC-Linked,Permodalan Nasional Berhad (PNB),"Ts. Muhammad Izzat bin Hj Abdul Aziz (Chief Technology Officer, CISO-equivalent) [Official: PNB LinkedIn/Facebook + ETCIO SEA Transformative CIOs 2024 + Global CIO Forum Top 100; conf 85]. CTO since June 2023; led PNB SuperApp + GLIC AI Roundtable. ⚠️ Possible departure late 2025 (LinkedIn shows JLG Investment Holdings) — verify before contact.","Sahlawati Mustafa (Group Head, Compliance & Integrity) [pnb.com.my, HIGH-90]","Mohd Irwan Ahmad Mustafa (Group Chief Strategy & Financial Officer) [pnb.com.my, HIGH-90]","Mohd Azmir Mohd Jani (Chief Risk Officer) [pnb.com.my, HIGH-90]","Sahlawati Mustafa (Group Head, Compliance & Integrity) [pnb.com.my, HIGH-90]","Ts Izzat Aziz (Group Chief Technology Officer, PNB Group) [PNB Integrated Report 2024 / pnb.com.my/en/leadership-en, conf 90 - PNB Group CTO, won PIKOM CIO of the Year Award for AI Adoption]","Noramly Bachok @ Abdul Aziz (Group Head, Internal Audit) [pnb.com.my, HIGH-90]"
5,GLC-Linked,Permodalan Negeri Selangor Berhad (PNSB),NOT FOUND [Official: pnsb.com.my/info-korporat/ (Kumpulan Pengurusan / Management Group + Ketua Jabatan / Heads of Department) — no CISO or IT security role listed. PNSB is property-focused state GLC — IT security likely outsourced or under junior IT manager. conf 30],"Mohammed Hanafi Bin Muhi (Senior Manager – Integrity, Audit & Governance) [Official: pnsb.com.my/info-korporat/, conf 90]","Ahmad Zamwawi Bin Ahmad Nazari (Senior General Manager – Finance) [Official: pnsb.com.my/info-korporat/, conf 95]","Mohammed Hanafi Bin Muhi (Senior Manager - Integriti, Audit & Governans) [Official: pnsb.com.my/info-korporat/, conf 80 - Integrity function in Malaysian GLCs typically subsumes enterprise risk; same person as Head of GRC and IA]","Mohammed Hanafi Bin Muhi (Senior Manager - Integriti, Audit & Governans) [Official: pnsb.com.my/info-korporat/, conf 75 - Integriti (Integrity) function in Malaysian GLCs typically includes compliance; same person as Head of GRC and CRO]","NOT FOUND [Official: pnsb.com.my/info-korporat/ — no CIO, Head of IT, or technology leadership role. As property-focused state GLC, IT leadership likely at General Manager level (not on leadership page) or outsourced. conf 30]","Mohammed Hanafi Bin Muhi (Senior Manager – Integrity, Audit & Governance) [Official: pnsb.com.my/info-korporat/, conf 95]"
2,Investment Banks,Phillip Securities (Malaysia) Sdn Bhd,"CEO: Andy Lim Say Kiat (Group Managing Director, PhillipCapital Malaysia) [Official: phillipcapital.com.my/core-management-team/, conf 95]; Group Chairperson: Datin Hajjah Nona Binti Salleh [Official: phillipcapital.com.my, conf 95]",NOT FOUND [phillip.com.my (brokerage) and phillipcapital.com.my (group) have no leadership page. LinkedIn shows 177 employees (brokerage) + 114 (group) but no GRC/compliance/risk profiles visible publicly. v5.10 confirmed; conf 75],"Alina Sim (HOD Finance / CFO) [Official: phillipinvest.com.my/the-management-team/, conf 95]","Ramli Abd Hamid (Head of Legal, Compliance & Risk Management) [Official: phillipinvest.com.my/the-management-team/, conf 95 - combined Legal/Compliance/Risk role]","Ramli Abd Hamid (Head of Legal, Compliance & Risk Management) [Official: phillipinvest.com.my/the-management-team/, conf 95 - combined role]","Yorck Oliver Ago Reuber (IT Director) [Official: phillipinvest.com.my/the-management-team/, conf 95]","Fatin Fitriana Amran (Head of Internal Audit) [Official: phillipinvest.com.my/the-management-team/, conf 95]"
2,Insurers,Prudential Assurance Malaysia Berhad,"Tan Chia Chee (Head, Information Security Officer) [Contactout aggregator: contactout.com/tan-chia-chee-99124, conf 45 - UNVERIFIED LEAD]. Listed as ""Head, Information Security Officer at Prudential Assurance Malaysia Berhad, May 2024 to Present"". Could NOT verify via Prudential official leadership page (only lists Board, not executives). Contactout page blocked by Cloudflare on re-verification. REQUIRES LinkedIn / official confirmation.",Kamarul Hisham (CRO) + Idariah Idris (Compliance) [Composite],Ankur Bassi (Chief Financial Officer) [LinkedIn + TheOfficialBoard],Kamarul Hisham (Chief Risk Officer) [RocketReach],Idariah Idris (Head of Compliance) [RocketReach],Chen Liaw (Chief Technology Officer) [RocketReach: rocketreach.co],"Rohini Maniam (Country Head of Audit Malaysia / Senior Director, Group Audits) [LinkedIn: my.linkedin.com/in/rohini-maniam-71852027, conf 40 - UNVERIFIED LEAD]. LinkedIn profile title shows ""Prudential plc"" (UK parent). Title may be group-level rather than entity-specific (Prudential Assurance Malaysia Berhad). Official Prudential Malaysia leadership page does not list executives below Board. REQUIRES official source confirmation."
2,Takaful,Prudential BSN Takaful Berhad,,,"Kelvin Wong (Chief Financial Officer) [Official: prubsn.com.my/en/about-us/about-prubsn/our-leaders, conf 95]","Anita Menon (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 85 - note: also listed at FWD as Acting Head of Risk; may indicate job change]",,,
1,Licensed Banks,Public Bank Berhad,"NOT FOUND [No CISO title among 25 Heads of Division. Closest: Fam Yoke Fong — Senior General Manager, Information Technology (infosec likely embedded in IT dept). Also: Tuan Haji A Wahab bin A Raman — Director, Security (physical/corporate security, NOT infosec). Source: publicbankgroup.com/about-us/leadership/heads-of-division/]",Loh Jasmine (CRO) + Tan Shien Doon (Compliance) [Group-level composite],Yik Sook Ling (CFO),Loh Jasmine (CRO),Tan Shien Doon (CCO, Public Bank Group) [Official: publicbankgroup.com],Fam Yoke Fong (Senior GM
2,Investment Banks,Public Investment Bank Berhad,NOT FOUND [PIBB part of Public Bank Group which has no dedicated CISO (per v5.9). publicinvest.com.my/en/about-pi/management-team/ has no IT security leadership. v5.10 confirmed via 3 sources; conf 82],Jasmine Loh Sook Ling (CRO) + Tan Shien Doon (Compliance) [Group-level composite],"Yik Sook Ling (CFO, Public Bank Group) [Official: publicbankgroup.com]","Jasmine Loh Sook Ling (CRO, Public Bank Group) [Official: publicbankgroup.com]","Tan Shien Doon (CCO, Public Bank Group) [Official: publicbankgroup.com]","Fam Yoke Fong (Senior GM, IT, Public Bank Group) [Official: publicbankgroup.com]","Lim Then Fui (Group Chief Internal Auditor, Public Bank Group) [Official: publicbankgroup.com]"
