Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
3,Cooperatives,Koperasi Putrajaya,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Sabah,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Sarawak,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Selangor,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Tentera Malaysia,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Terengganu,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
5,GLC-Linked,Kumpulan Wang Simpanan Pekerja (KWSP),"Jasmine Goh (Head of Digital Security) [kwsp.gov.my via Wayback, MEDIUM-75]","Mohd Dali Jasmin (Head of Integrity & Corporate Governance) [kwsp.gov.my via Wayback, MEDIUM-75]","Mohamad Hafiz Kassim (Chief Finance Officer) [kwsp.gov.my via Wayback, MEDIUM-75]","Rozlina Abd Samad (Head of Risk Management) [kwsp.gov.my via Wayback, MEDIUM-75]","Chong Yee Leng (Head of Operational Compliance) [kwsp.gov.my via Wayback, MEDIUM-75]","Afhzal Abdul Rahman (Chief Digital Technology Officer) [kwsp.gov.my via Wayback, MEDIUM-75]","Mohammad Nasir Ismail (Head of Internal Audit) [kwsp.gov.my via Wayback, MEDIUM-75]"
2,Insurers,Kurnia Insurans (Malaysia) Berhad,NOT FOUND [Confirmed Jul 31 2026: Kurnia (kurnia.com) has no public leadership page. Entity may operate under Liberty Insurance group (acquired Liberty Mutual's Malaysian operations). CISO function likely shared with Liberty Insurance group. conf 85],rebranded as Zurich General Insurance Malaysia Berhad,NOT FOUND [Confirmed Jul 31 2026: Kurnia has no public leadership page. CFO function may be shared with Liberty Insurance group or parent amGeneral Insurance. conf 85],NOT FOUND [Confirmed Jul 31 2026: Kurnia has no public leadership page. CRO function may be shared with Liberty Insurance group. conf 85],"Peter Ong (Chief Compliance Officer) [The Org: theorg.com/org/amgeneral-insurance-berhad, conf 60 - marked Unverified]","Ganesan Vaithilingam (CIO) [The Org: theorg.com/org/amgeneral-insurance-berhad, conf 60 - marked Unverified]; CEO: Puneet Pasricha (CEO, AmGeneral Insurance Berhad) [Official: amassurance.com.my, conf 90]","Tan Bee Chuan (Chief Internal Auditor) [The Org: theorg.com/org/amgeneral-insurance-berhad, conf 60 - marked Unverified]"
3,Development FIs,LPPSA,"NOT FOUND — No dedicated CISO at LPPSA (government agency). ICT function managed by AGM Mohd Nor Ferim bin Mohd Simin. No information security officer among 22 management profiles. [Confirmed: lppsa.gov.my/v3/en/pengurusan (official LPPSA Management page; 22 management profile PNG images extracted via Tesseract OCR, Jul 2025)]","NOT FOUND — No standalone GRC role at LPPSA. Integrity & Compliance Dept (Zahari bin Mohd Alias) covers compliance. [Confirmed: lppsa.gov.my/v3/en/pengurusan (official LPPSA Management page; 22 management profile PNG images extracted via Tesseract OCR, Jul 2025)]","Mohd Zawawi bin Mohd Muhiddin (Chief Finance Officer, Financial Management & Services Division) [HIGH confidence — Official: lppsa.gov.my/v3/en/pengurusan (official LPPSA Management page; 22 management profile PNG images extracted via Tesseract OCR, Jul 2025)]","NOT FOUND — No dedicated CRO at LPPSA. Corporate Assurance Division (GM Nazhalina binti Nazri) covers some risk-adjacent functions. [Confirmed: lppsa.gov.my/v3/en/pengurusan (official LPPSA Management page; 22 management profile PNG images extracted via Tesseract OCR, Jul 2025)]","Zahari bin Mohd Alias (Senior Manager, Integrity & Compliance Department) [MEDIUM-HIGH confidence — Official: lppsa.gov.my/v3/en/pengurusan (official LPPSA Management page; 22 management profile PNG images extracted via Tesseract OCR, Jul 2025)]","Mohd Nor Ferim bin Mohd Simin (Assistant General Manager, Information Communication and Technology Department) [MEDIUM-HIGH confidence — Official: lppsa.gov.my/v3/en/pengurusan (official LPPSA Management page; 22 management profile PNG images extracted via Tesseract OCR, Jul 2025)]","Yuzrah binti Mahmud (Assistant General Manager, Internal Audit Department) [MEDIUM-HIGH confidence — Official: lppsa.gov.my/v3/en/pengurusan (official LPPSA Management page; 22 management profile PNG images extracted via Tesseract OCR, Jul 2025)]"
5,GLC-Linked,Lembaga Tabung Haji,"Shamsul Kamal Hussein Kamal (Chief Information Technology Officer, CISO-equivalent) [Official: tabunghaji.gov.my/peneraju-th, conf 75]",Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) + Mohd Hasraff Hashim (Head of Integrity & Governance) [Composite] [Official: tabunghaji.gov.my/peneraju-th],"Shamsul Bahar Shamsudin (Group Executive Director, Finance) [Official: tabunghaji.gov.my/peneraju-th]; Mustakim Mohamad (was Group Exec Dir Finance, now CEO since 6 May 2025) [News: bharian.com.my]",Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) [Official: tabunghaji.gov.my/peneraju-th],Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) [Official: tabunghaji.gov.my/peneraju-th],Shamsul Kamal Hussein Kamal (Chief Information Technology Officer) [Official: tabunghaji.gov.my/peneraju-th],Abu Bakar Baba (Group Chief Internal Auditor) [Official: tabunghaji.gov.my/peneraju-th]
2,Insurers,Liberty General Insurance Berhad,"Ganesan Vaithilingam — Chief Information Officer (CISO-equivalent: responsibilities include ""information security"" and ""Secure IT environment development"") [Official: libertyinsurance.com.my/corporate/management-team] | conf 72 | No dedicated CISO role; CIO handles infosec.",Jonathan Chong (CRO) + Suffian bin Abdul Rahman (Compliance) [Group-level composite],Suppiah Poongavanam (Chief Financial Officer) [Wayback Machine: libertyinsurance.com.my],Jonathan Chong (Chief Risk Officer) [Wayback Machine: libertyinsurance.com.my],Suffian bin Abdul Rahman (Chief Compliance Officer) [Wayback Machine: libertyinsurance.com.my],Ganesan Vaithilingam (Chief Information Officer) [Wayback Machine: libertyinsurance.com.my],Tan Bee Chuan (Chief Internal Auditor) [Wayback Machine: libertyinsurance.com.my]
2,Insurers,Lonpac Insurance Bhd,Lai Geng Farn (Chief Information Security Officer) [Official: lonpac.com],Lee Chiew Lai (CRO) + Mahinder Kaur a/p Kapal Singh (Compliance) [Composite],"Ng Seng Khin (Group Chief Financial Officer, designated 24 Jan 2025; CFO of Lonpac since 2019) [Official: lpicapital.com/about-us/management-team, conf 90]",Lee Chiew Lai (Chief Risk Officer) [Official: lonpac.com],Mahinder Kaur a/p Kapal Singh (Chief Compliance Officer) [Official: lonpac.com],Cynthia Ng Boon Howe (Chief Information Officer) [Official: lonpac.com],"Irene Hwang Siew Ling (Group Chief Internal Auditor, designated 24 Jan 2025; Chief Internal Auditor of Lonpac since 1998; MIA CA, CPA Malaysia) [Official: lpicapital.com/about-us/management-team, conf 90]"
4,E-Money,MAE by Maybank (Maybank Islamic),Devinder Singh (Group CISO) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Shafiq Abdul Jabbar (Group CFO) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Inn Yiow (Group Chief Compliance Officer) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Giorgio Migliarina (Group Chief Technology & Digital Officer) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],"Malique Firdauz Ahmad Sidique (Group Chief Audit Executive, Maybank Group) [Official: freemalaysiatoday.com, conf 85 - Group-level, effective Oct 2025] [INHERITED from Maybank Islamic Berhad - product brand governance]"
4,E-Money,MAE by Maybank (Maybank2u),Devinder Singh (Group CISO) [LinkedIn/The Org] [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank] [INHERITED from Maybank Berhad - product brand governance],Shafiq Abdul Jabbar [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail [INHERITED from Maybank Berhad - product brand governance],Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo] [INHERITED from Maybank Berhad - product brand governance],Giorgio Migliarina (Group Chief Technology & Digital Officer) [INHERITED from Maybank Berhad - product brand governance],Azian Ismail (Chief Audit Executive) [TheOrg] [INHERITED from Maybank Berhad - product brand governance]
3,Development FIs,MARA,,,,,,Dr. Azmi bin Amat Murjan,
5,GLC-Linked,MARA (Majlis Amanah Rakyat),"NOT FOUND - No dedicated CISO at MARA (government agency). IT managed by Pengarah Teknologi Maklumat (Director of IT: Fatimah binti Mat Ghani). [Official: MARA org chart 11 Aug 2025, OCR-verified, conf 85]","NOT FOUND - No standalone GRC role at MARA. Governance/compliance covered by Ketua Unit Integriti (Head of Integrity Unit: Shuhaimi bin Man). Risk covered by Pengarah Pengurusan Risiko dan Inspektorat (Director of Risk Management & Inspectorate: Siti Aminah binti Haji Ismail). [Official: MARA org chart 11 Aug 2025, conf 80]","Dr. Azmi bin Amat Murjan (Pengarah Kewangan / Director of Finance; also Deputy DG Investment) [Official: MARA org chart 11 Aug 2025, OCR-verified, conf 80]","Siti Aminah binti Haji Ismail (Pengarah Pengurusan Risiko dan Inspektorat / Director of Risk Management & Inspectorate) [Official: MARA org chart 11 Aug 2025, OCR-verified, conf 85]","Shuhaimi bin Man (Ketua Unit Integriti / Head of Integrity Unit — covers compliance, anti-corruption, governance) [Official: MARA org chart 11 Aug 2025, OCR-verified, conf 80]","Fatimah binti Mat Ghani (Pengarah Teknologi Maklumat / Director of IT) [Official: MARA org chart 11 Aug 2025, OCR-verified, conf 85]","NOT FOUND - No dedicated Head of Internal Audit at MARA. Internal audit functions may be covered by Pengurusan Risiko dan Inspektorat (Risk Management & Inspectorate under Siti Aminah binti Haji Ismail) or by Auditor General's Office. [Official: MARA org chart 11 Aug 2025, conf 75]"
2,Insurers,MCIS Insurance Berhad,"Toh Fellowbcs (Head of Information Security - CISO, Cyber Risks Governance and Compliance) [RocketReach: rocketreach.co]","Toh Fellowbcs (Head of Information Security - CISO, role covers Cyber Risks Governance and Compliance) [RocketReach — GRC covered by CISO role]",Susan Conradie (Chief Financial Officer) [Official: mcis.my],"Nurliana binti Mat Lazim (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 90]",Norlin Fatima Albakri (Chief Compliance Officer) [Official: mcis.my],Ng Chee Sang (Chief Technology Officer) [Official: mcis.my],Noor Hayati binti Abu Yaziz (Chief Internal Auditor) [Official: mcis.my]
2,Investment Banks,MIDF Amanah Investment Bank Berhad,"Ts. Kathiresan Narayanasamy (SVP, Chief Information Security Officer) [AroundDeal + ZoomInfo: @midf.com.my email, previously CISO at Pos Malaysia. MEDIUM-LOW conf - unverified via web search, not on official MIDF key management page. Verified Jul 2026.]",Nor Azita Binti Sarip (SVP/Head Group Secretarial & Legal) [Official: midf.com.my],"Shahnaz Jammal (Group Chief Financial Officer, MBSB Bank) [Official: mbsb.com/corporate_about_team.html, conf 80 - Group-level]","Laurence Ong Wooi Keat (Group Chief Risk Officer, MBSB Bank) [Official: mbsb.com/corporate_about_team.html, conf 80 - Group-level]",Meor Ibrahim Othman (SVP/Head Group Compliance) [Official: midf.com.my],"Noor Azman Bin Abdul Karim (Group Chief Technology Officer, MBSB Bank) [Official: mbsb.com/corporate_about_team.html, conf 80 - Group-level]",Zanariah Daud (SVP/Head Group Control Assurance) [Official: midf.com.my]
2,Insurers,MSIG Insurance (Malaysia) Bhd,"NOT FOUND [Confirmed Jul 31 2026: MSIG Annual Report 2025 (msig.com.my/media/1gqllqgr/msig_annual_report_2025.pdf) Senior Management page p.10-11 lists 12 SMT members. No CISO role listed. Board member Ms. Gan Bee Lan (former SMT, oversaw Information Security until retirement 2009) chairs Board Compliance & Risk Mgmt Committee. CISO function likely managed at regional/group level (MS&AD Insurance Group). conf 95]",NOT FOUND [Confirmed Jul 31 2026: MSIG Annual Report 2025 Senior Management listing has no GRC head. Board Compliance & Risk Management Committee (Chair: Ms. Gan Bee Lan) oversees GRC at board level. SVP Enterprise Risk Management: Kelvin Hii Chee Yun handles risk function. No dedicated GRC head in management. conf 95],"Soh Lai Sim (COO, also Officer primarily responsible for financial management) [Official: MSIG Annual Report 2025]","Kelvin Hii Chee Yun (SVP, Enterprise Risk Management) [Official: MSIG Malaysia About page msig.com.my/about-msig — Firecrawl JSON extraction Jul 31 2026, 19 management members confirmed; conf 95]",NOT FOUND [Confirmed Jul 31 2026: MSIG Annual Report 2025 Senior Management listing has no Head of Compliance. Compliance function overseen by Board Compliance & Risk Management Committee (Chair: Ms. Gan Bee Lan). No named compliance head in management. conf 95],"Chin Jee Gwan (EVP IT, Digital, Bancassurance & Branding) [Official: MSIG Malaysia About page msig.com.my/about-msig — Firecrawl JSON extraction Jul 31 2026, 19 management members confirmed; conf 95]","NOT FOUND [Confirmed Jul 31 2026: MSIG Annual Report 2025 Senior Management listing has no Head of Internal Audit. Board Audit Committee (Chair: Mr. Lim Tiang Siew, former Group Chief Internal Auditor CIMB) oversees audit at board level. No named internal audit head in management. conf 95]"
2,Investment Banks,Malaysia International Islamic Bank IB,"ENTITY NON-EXISTENT [No match on BNM licensed Islamic banks list (Bank Islam, Bank Muamalat, Maybank Islamic, CIMB Islamic, RHB Islamic, Hong Leong Islamic, AmIslamic, Affin Islamic, Public Bank Islamic, KFH, Bank Rakyat, Agrobank). No BNM/Bursa/SSM record. Likely mislabel or placeholder.]","ENTITY NON-EXISTENT [Entity does not exist as a licensed Islamic bank in Malaysia. Not on BNM-sourced Wikipedia list of 18 licensed Islamic banks. Source: en.wikipedia.org/wiki/List_of_banks_in_Malaysia, conf 0]","ENTITY NON-EXISTENT [Entity does not exist as a licensed Islamic bank in Malaysia. Source: en.wikipedia.org/wiki/List_of_banks_in_Malaysia, conf 0]","ENTITY NON-EXISTENT [Entity does not exist as a licensed Islamic bank in Malaysia. Source: en.wikipedia.org/wiki/List_of_banks_in_Malaysia, conf 0]","ENTITY NON-EXISTENT [Entity does not exist as a licensed Islamic bank in Malaysia. Source: en.wikipedia.org/wiki/List_of_banks_in_Malaysia, conf 0]","ENTITY NON-EXISTENT [Entity does not exist as a licensed Islamic bank in Malaysia. Source: en.wikipedia.org/wiki/List_of_banks_in_Malaysia, conf 0]","ENTITY NON-EXISTENT [Entity does not exist as a licensed Islamic bank in Malaysia. Source: en.wikipedia.org/wiki/List_of_banks_in_Malaysia, conf 0]"
2,Insurers,Manulife Insurance Berhad,"NOT FOUND [Confirmed Aug 2 2026: Manulife Holdings Berhad AR 2024 (60pp PDF) fully extracted via firecrawl — 25 Senior Key Management Personnel listed (pp 14-18, 228), no CISO/Head of InfoSec/Head of Cyber Security at SKM level. CIO Bernard Sia likely oversees IT security. Head Office Management (p228) also lists no CISO.]","Jasbender Kaur (Chief Counsel & Corporate Services Officer, MHB) [Official: Manulife Holdings Berhad AR 2024, Senior Key Management Profile (pp 14-18, 228), conf 85 - Chief Counsel & Corporate Services Officer oversees legal, governance & corporate services for Manulife Holdings Berhad]","Ng Chun Nam (Chief Financial Officer) [Official: Manulife Annual Report 2024, conf 85]","Mohd Naim Mohd Arsad (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 90]","Senthil Woon Wai Keong (Chief Compliance Officer) [Official: Manulife Holdings Berhad AR 2023 (manulife.com.my AR 2023 Senior Management listing), conf 90 — confirmed in AR 2023 as ""Senthil Woon Wai Keong – Chief Compliance Officer"". CEO: Vibha Hamsi Coburn; Audit Cmte Chair: Vijayam Nadarajah [Official: manulife.com.my board page]]","Bernard Sia (Chief Information Officer) [Official: Manulife Annual Report 2024, conf 85]","Krishna Rajaa Ramalingam (Head of Internal Audit, Audit Services – Malaysia) [Official: Manulife Holdings Berhad AR 2023 (manulife.com.my/content/dam/insurance/my/documents/about-us/investor-relations/48th-agm-2024/Annual Report 2023.pdf), conf 90 — named in AR 2023 Senior Management listing]"
2,Takaful,Manulife Takaful Malaysia Berhad,"NOT FOUND [Confirmed Aug 2 2026: Manulife Holdings Berhad AR 2024 — 25 Senior Key Management Personnel listed, no CISO role. Management shared with Manulife Insurance Berhad. CIO Bernard Sia likely oversees IT security.]","Jasbender Kaur (Chief Counsel & Corporate Services Officer, MHB - management shared) [Official: Manulife Holdings Berhad AR 2024, conf 85 - shared management with Manulife Insurance Berhad]","Ng Chun Nam (Chief Financial Officer, Manulife Insurance Berhad - management shared) [Official: Manulife Annual Report 2024, conf 85]","Mohd Naim Bin Mohd Arsad (Chief Risk Officer, Manulife Insurance Berhad - management shared) [Official: Manulife Holdings Berhad Annual Report 2025, p.13 Key Senior Management's Profile, conf 85]","Senthil Woon Wai Keong (Chief Compliance Officer, Manulife Insurance Berhad - management shared) [Official: Manulife Holdings Berhad Annual Report 2025, p.13 Key Senior Management's Profile, conf 85]","Bernard Sia (Chief Information Officer, Manulife Insurance Berhad - management shared) [Official: Manulife Annual Report 2024, conf 85]","Krishna Rajaa Ramalingam (Head of Audit Services - Malaysia) [Official: Manulife Holdings Berhad Annual Report 2025, p.91 Group Audit Committee Report, conf 90 - CIA, FAIA. Scope covers all Manulife Malaysia entities including Takaful]"
5,GLC-Linked,Maybank (Khazanah-linked),"DUPLICATE OF MAYBANK BERHAD [Already at 7/7 in DB. This ""Khazanah-linked"" entry is the same entity (Khazanah holds ~11.5% of Maybank). Recommend removing row or marking as duplicate. Do NOT re-research.]",Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank] [DUPLICATE: Same as Maybank Berhad],Shafiq Abdul Jabbar [DUPLICATE: Same as Maybank Berhad],Mohamed Rezwan Abdullah Ismail [DUPLICATE: Same as Maybank Berhad],Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo] [DUPLICATE: Same as Maybank Berhad],Giorgio Migliarina (Group Chief Technology & Digital Officer) [DUPLICATE: Same as Maybank Berhad],Azian Ismail (Chief Audit Executive) [TheOrg] [DUPLICATE: Same as Maybank Berhad]
1,Licensed Banks,Maybank Berhad,Devinder Singh (Group CISO) [LinkedIn/The Org],Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank],Shafiq Abdul Jabbar,Mohamed Rezwan Abdullah Ismail,Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo],Giorgio Migliarina (Group Chief Technology & Digital Officer),Azian Ismail (Chief Audit Executive) [TheOrg]
4,Card Schemes,Maybank Cash & Go Prepaid Card,Devinder Singh (Group CISO) [LinkedIn/The Org] [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank] [INHERITED from Maybank Berhad - product brand governance],Shafiq Abdul Jabbar [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail [INHERITED from Maybank Berhad - product brand governance],Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo] [INHERITED from Maybank Berhad - product brand governance],Giorgio Migliarina (Group Chief Technology & Digital Officer) [INHERITED from Maybank Berhad - product brand governance],Azian Ismail (Chief Audit Executive) [TheOrg] [INHERITED from Maybank Berhad - product brand governance]
2,Investment Banks,Maybank Investment Bank Berhad,"Devinder Singh (Group CISO) [Group-level: Maybank, Official: maybank2u.com.my + LinkedIn/The Org, conf 85 - CISO function shared with Maybank group per SORMIC FY2023]",Cheryl Cheng Siew Ying (CRO) + Farhan Nor Diyana Samsudin (CCO) [Composite - GRC function split between Risk and Compliance at Maybank IB level; no dedicated GRC head. Group-level Maybank has Ho Mun Wah as Head of GRC but not at IB subsidiary. CRO and CCO confirmed via Maybank IB SORMIC FY2023.],"Ezrina Mahadzir (CFO, appointed 1 Apr 2021) [Official: maybank2u.com.my]","Cheryl Cheng Siew Ying (CRO, appointed 1 Jan 2021) [Official: maybank2u.com.my]","Farhan Nor Diyana Samsudin (Chief Compliance Officer, Maybank Investment Bank Berhad) [Official: Maybank IB SORMIC FY2023 (Statement on Risk Management and Internal Control, FY ended 31 Dec 2023) — ""Reviewed and cleared by: Group Audit Compliance: Farhan Nor Diyana Samsudin, Chief Compliance Officer, Maybank Investment Bank Berhad""; maybank2u.com.my iwov-resources PDF, conf 90]","Adrian Tan Kai Thern (Head of IT, joined 25 Apr 2022) [Official: maybank2u.com.my]","Rafirah Muhammad Arif (Chief Audit Executive, Maybank Investment Bank Berhad) [Official: Maybank IB SORMIC FY2023 — ""The GCAE is assisted by Puan Rafirah Muhammad Arif, the Chief Audit Executive (CAE) appointed to oversee the IA function of Maybank IB""; Certified Fraud Examiner, 13 years capital market experience; maybank2u.com.my iwov-resources PDF, conf 90]"
1,Licensed Banks,Maybank Islamic Berhad,Devinder Singh (Group CISO) [Group-level: Maybank],Mohamed Rezwan Abdullah Ismail (Group CRO) [Group-level: Maybank],Shafiq Abdul Jabbar (Group CFO) [Group-level: Maybank],Mohamed Rezwan Abdullah Ismail (Group CRO) [Group-level: Maybank],Inn Yiow (Group Chief Compliance Officer) [Group-level: Maybank],Giorgio Migliarina (Group Chief Technology & Digital Officer) [Group-level: Maybank],"Malique Firdauz Ahmad Sidique (Group Chief Audit Executive, Maybank Group) [Official: freemalaysiatoday.com, conf 85 - Group-level, effective Oct 2025]"
