Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
5,GLC-Linked,Permodalan Nasional Berhad (PNB),,"Sahlawati Mustafa (Group Head, Compliance & Integrity) [pnb.com.my, HIGH-90]","Mohd Irwan Ahmad Mustafa (Group Chief Strategy & Financial Officer) [pnb.com.my, HIGH-90]","Mohd Azmir Mohd Jani (Chief Risk Officer) [pnb.com.my, HIGH-90]","Sahlawati Mustafa (Group Head, Compliance & Integrity) [pnb.com.my, HIGH-90]",,"Noramly Bachok @ Abdul Aziz (Group Head, Internal Audit) [pnb.com.my, HIGH-90]"
5,GLC-Linked,Permodalan Negeri Selangor Berhad (PNSB),,"Mohammed Hanafi Bin Muhi (Senior Manager – Integrity, Audit & Governance) [Official: pnsb.com.my/info-korporat/, conf 90]","Ahmad Zamwawi Bin Ahmad Nazari (Senior General Manager – Finance) [Official: pnsb.com.my/info-korporat/, conf 95]",,,,"Mohammed Hanafi Bin Muhi (Senior Manager – Integrity, Audit & Governance) [Official: pnsb.com.my/info-korporat/, conf 95]"
2,Investment Banks,Phillip Securities (Malaysia) Sdn Bhd,"CEO: Andy Lim Say Kiat (Group Managing Director, PhillipCapital Malaysia) [Official: phillipcapital.com.my/core-management-team/, conf 95]; Group Chairperson: Datin Hajjah Nona Binti Salleh [Official: phillipcapital.com.my, conf 95]",NOT FOUND [Now Phillip Capital Sdn Bhd (rebranded Aug 2022). phillip.com.my/about-us/our-management returns 404. Website has no management listings. SC Malaysia Capital Markets Services License holder.],"Alina Sim (HOD Finance / CFO) [Official: phillipinvest.com.my/the-management-team/, conf 95]","Ramli Abd Hamid (Head of Legal, Compliance & Risk Management) [Official: phillipinvest.com.my/the-management-team/, conf 95 - combined Legal/Compliance/Risk role]","Ramli Abd Hamid (Head of Legal, Compliance & Risk Management) [Official: phillipinvest.com.my/the-management-team/, conf 95 - combined role]","Yorck Oliver Ago Reuber (IT Director) [Official: phillipinvest.com.my/the-management-team/, conf 95]","Fatin Fitriana Amran (Head of Internal Audit) [Official: phillipinvest.com.my/the-management-team/, conf 95]"
2,Insurers,Prudential Assurance Malaysia Berhad,,Kamarul Hisham (CRO) + Idariah Idris (Compliance) [Composite],Ankur Bassi (Chief Financial Officer) [LinkedIn + TheOfficialBoard],Kamarul Hisham (Chief Risk Officer) [RocketReach],Idariah Idris (Head of Compliance) [RocketReach],Chen Liaw (Chief Technology Officer) [RocketReach: rocketreach.co],
2,Takaful,Prudential BSN Takaful Berhad,,,"Kelvin Wong (Chief Financial Officer) [Official: prubsn.com.my/en/about-us/about-prubsn/our-leaders, conf 95]","Anita Menon (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 85 - note: also listed at FWD as Acting Head of Risk; may indicate job change]",,,
1,Licensed Banks,Public Bank Berhad,"NOT FOUND [No CISO title among 25 Heads of Division. Closest: Fam Yoke Fong — Senior General Manager, Information Technology (infosec likely embedded in IT dept). Also: Tuan Haji A Wahab bin A Raman — Director, Security (physical/corporate security, NOT infosec). Source: publicbankgroup.com/about-us/leadership/heads-of-division/]",Loh Jasmine (CRO) + Tan Shien Doon (Compliance) [Group-level composite],Yik Sook Ling (CFO),Loh Jasmine (CRO),Tan Shien Doon (CCO, Public Bank Group) [Official: publicbankgroup.com],Fam Yoke Fong (Senior GM
2,Investment Banks,Public Investment Bank Berhad,NOT FOUND [Domain publicinvest.com does not resolve (DNS failure). Subsidiary of Public Bank — shares Group leadership. No separate CISO info found.],Jasmine Loh Sook Ling (CRO) + Tan Shien Doon (Compliance) [Group-level composite],"Yik Sook Ling (CFO, Public Bank Group) [Official: publicbankgroup.com]","Jasmine Loh Sook Ling (CRO, Public Bank Group) [Official: publicbankgroup.com]","Tan Shien Doon (CCO, Public Bank Group) [Official: publicbankgroup.com]","Fam Yoke Fong (Senior GM, IT, Public Bank Group) [Official: publicbankgroup.com]","Lim Then Fui (Group Chief Internal Auditor, Public Bank Group) [Official: publicbankgroup.com]"
1,Licensed Banks,Public Islamic Bank Berhad,"NOT FOUND [Shares Group leadership with Public Bank Berhad — same 25 Heads of Division, no CISO. CEO: Syamsul Azuan bin Ahmad Fauzi. Source: publicbankgroup.com]",Loh Jasmine (CRO) + Tan Shien Doon (Compliance) [Group-level composite],Yik Sook Ling (CFO) [Group-level: Public Bank],Loh Jasmine (CRO) [Group-level: Public Bank],Tan Shien Doon (CCO) [Group-level: Public Bank],"Fam Yoke Fong (Senior GM, IT) [Group-level: Public Bank]",Lim Then Fui (Group Chief Internal Auditor) [Group-level: Public Bank]
2,Insurers,QBE Insurance (Malaysia) Sdn Bhd,,"Jeyasakthi Ratnasingam (Head of Risk & Compliance for Asia, since Nov 2024, Intl Diploma in GRC) [Official: QBE Annual Report 2024, conf 90]","Vivien Wong (Head of Finance, joined May 2026, 25+ yrs finance leadership, CPA Australia & MIA) [Official: qbe.com/my/about-qbe/executive-team]","Mohd Farid Bin Othman (Head of Risk, joined Dec 2018, 20+ yrs internal audit/risk, MIA member) [Official: qbe.com/my/about-qbe/executive-team]","Jaysree Kaliappan (Head of Compliance, joined Jul 2025, 14+ yrs compliance/operational risk, ICA Intl Diploma in GRC) [Official: qbe.com/my/about-qbe/executive-team]",,
1,Licensed Banks,RHB Bank Berhad,Soon Yap (CISO) [LinkedIn],Azman Shah Md Yaman (Group Chief Legal & Governance Officer),Mohamed Bin Rastam Shahrom (Group CFO),Dr Chong Han Hwee (Group CRO),Fazlina Mohamed Ghazalli (Group CCO),Wong Kwang Leh (Group CTO),Tan Boon Ching (Group Chief Internal Auditor)
2,Investment Banks,RHB Investment Bank Berhad,Soon Yap (CISO) [Group-level: RHB],Azman Shah Md Yaman (Group Chief Legal & Governance Officer) [Official: rhbgroup.com],Mohamed Bin Rastam Shahrom (Group CFO) [Official: rhbgroup.com],Dr Chong Han Hwee (Group CRO) [Official: rhbgroup.com],Fazlina Mohamed Ghazalli (Group CCO) [Official: rhbgroup.com],Wong Kwang Leh (Group CTO) [Official: rhbgroup.com],Tan Boon Ching (Group Chief Internal Auditor) [Official: rhbgroup.com]
1,Licensed Banks,RHB Islamic Bank Berhad,Soon Yap (CISO) [Group-level: RHB Bank],Azman Shah Md Yaman (Group Chief Legal & Governance Officer) [Group-level: RHB Bank],Mohamed Bin Rastam Shahrom (Group CFO) [Group-level: RHB Bank],Dr Chong Han Hwee (Group CRO) [Group-level: RHB Bank],Fazlina Mohamed Ghazalli (Group CCO) [Group-level: RHB Bank],Wong Kwang Leh (Group CTO) [Group-level: RHB Bank],Tan Boon Ching (Group Chief Internal Auditor) [Group-level: RHB Bank]
4,Card Schemes,RHB Shell Visa Card,,,,,,,
4,E-Money,Razer Pay (Razer Fintech),,,,,,,
4,E-Money,Razer Pay Malaysia Sdn Bhd,"ENTITY DEFUNCT [Razer Pay (Beta) e-wallet shut down in Malaysia AND Singapore in 2021 per Wikipedia. Both razerfintech.com and razerpay.com.my domains EXPIRED (DNS resolution fails). Razer Inc. delisted from HKEX May 2022 (now private). Only known Razer Inc. execs: Min-Liang Tan (CEO), Patricia Liu (Exec Dir), Khaw Kheng Joo (COO) - all non-target. RECOMMEND REMOVAL from active campaign list - entity non-operational.]",,,,,,
6,Fintech Sandbox,Ryt Bank Berhad,,,Wilson Soon|Chief Financial Officer (Acting CEO)|95|https://www.rytbank.my/about-us/|Ryt Bank CFO; acting CEO after Melvin Ooi departure,Yeoh Xin Yi|Chief Risk Officer|95|https://www.rytbank.my/about-us/|Ryt Bank CRO,Muhammad Nasir Bin Hassan|Chief Compliance Officer|95|https://www.rytbank.my/about-us/|Ryt Bank Chief Compliance Officer,Nic Ngoo|Chief Technology Officer|95|https://www.rytbank.my/about-us/|Ryt Bank CTO (maps to CIO/CTO role),
6,Fintech Sandbox,Ryt Bank Berhad (YTL Digital),,,Wilson Soon|Chief Financial Officer (Acting CEO)|95|https://www.rytbank.my/about-us/|Ryt Bank CFO; acting CEO after Melvin Ooi departure,Yeoh Xin Yi|Chief Risk Officer|95|https://www.rytbank.my/about-us/|Ryt Bank CRO,Muhammad Nasir Bin Hassan|Chief Compliance Officer|95|https://www.rytbank.my/about-us/|Ryt Bank Chief Compliance Officer,Nic Ngoo|Chief Technology Officer|95|https://www.rytbank.my/about-us/|Ryt Bank CTO (maps to CIO/CTO role),
3,Development FIs,SME Bank Berhad,"NOT FOUND [No management team listing; BOD page lists only directors. Since 1 May 2025, merged with BPMB Group — CISO function at BPMB Group level (no CISO listed). Source: smebank.com.my/board-of-directors]",Mohammad Azam Ahmad (CRO) + Rosehamidi Kamaruddin (Compliance) [Group-level composite],"Hee Wei Jean (Group CFO, BPMB) [Official: bpmb.com.my]; Samad Majid Zain (was CFO Nov 2021 - Jun 2026, now CEO as of 1 Jul 2026) [Official: smebank.com.my]","Mohammad Azam Ahmad (Group Chief Risk Officer, BPMB) [Official: bpmb.com.my/about-us/leadership, conf 70 - BPMB Group-level]",Rosehamidi Kamaruddin (per RocketReach),"Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer, BPMB) [Official: bpmb.com.my/about-us/leadership, conf 70 - BPMB Group-level]","Hasrul Farid Hasnan (Group Chief Internal Auditor, BPMB) [Official: bpmb.com.my/about-us/leadership, conf 70 - BPMB Group-level]"
5,GLC-Linked,Sabah State Financial Corporation (SSFC),"NOT FOUND [Entity likely = Sabah Credit Corporation (SCC). Both ykn.sabah.gov.my and scc.sabah.gov.my DNS-fail. Chairman: Datuk Rusdin Riman (news, conf 65) / Datuk Seri Dr. Yee Moh Chai (LinkedIn, conf 70, conflicting). CEO: Datuk George Taitim Tulas (news, conf 65). 0/7 target roles - official site unreachable.]",,,,,,
5,GLC-Linked,Sarawak State Financial Corporation (SSFC),"NOT FOUND [Entity correction: DB entry ""Sarawak State Financial Corporation"" maps to Sarawak Economic Development Corporation (SEDC) - sedc.com.my. sfc.sarawak.gov.my is Sarawak Forestry Corporation (wrong entity). CISO not listed on official SEDC site.]","Cik Khartini Johari (Head, Group Integrity and Risk Management) [Official: sedc.com.my/management-team/, conf 95]","Encik Leo Lanaiwong (Group Chief Financial Officer) [Official: sedc.com.my/leadership-team/, conf 95]","Cik Khartini Johari (Head, Group Integrity and Risk Management) [Official: sedc.com.my/management-team/, conf 95]",,"Tuan Haji Nor Azlan Husaini (Acting Head, Group Digital & Technology) [Official: sedc.com.my/management-team/, conf 95]","Encik Yap Yien Chiang (Head, Group Internal Audit) [Official: sedc.com.my/management-team/, conf 95]"
6,Fintech Sandbox,SeaBank Malaysia Berhad,"Entity rebranded to Ryt Bank Berhad (YTL Digital Capital + Sea Limited JV, licensed Dec 2024). CEO: Melvin Ooi (Ryt Bank). Full leadership data in Ryt Bank rows (166/167): CFO Wilson Soon, CRO Yeoh Xin Yi, Compliance Muhammad Nasir Bin Hassan, CIO Nic Ngoo. [Source: alphasoutheastasia.com, rytbank.my]",,,,,,
3,MSBs,SenangPay Sdn Bhd,,,"Mohd Mutalib (VP Finance and Account) [LinkedIn, conf 70]",,,,
4,E-Money,Setel (PETRONAS Dagangan),,,,,,,
4,E-Money,Setel by PETRONAS Dagangan Berhad,"NOT FOUND [Setel Ventures Sdn Bhd = PETRONAS Dagangan Berhad subsidiary, BNM e-money issuer. Setel CEO: Abdullah Ayman Awaluddin (mymesra.com.my, conf 95, non-target). Setel board: Azrul Osman Rani (Chairman), Nirmala Doraisamy (Independent Dir), Mohd Yuzaidi Mohd Yusoff, Azureen Azita Abdullah. Parent PDB CFO/CTO/Chief Audit Executive inherited. No CISO/CRO/Compliance/GRC found at Setel or PDB level.]",,"Mazlie Minhat (Chief Financial Officer, PETRONAS Dagangan Berhad - parent) [Official: mymesra.com.my/about-us/leadership-team, conf 80 - inherited to Setel Ventures Sdn Bhd. Appointed Jan 2026 to Setel board.]",,,"Sazlina Ahamad (Chief Technology Officer, PETRONAS Dagangan Berhad - parent) [Official: mymesra.com.my/about-us/leadership-team, conf 80 - inherited to Setel.]","Nik Fariza Nik Hamdan (Chief Audit Executive, PETRONAS Dagangan Berhad - parent) [Official: mymesra.com.my/about-us/leadership-team, conf 80 - inherited to Setel.]"
4,E-Money,ShopeePay (Monee Malaysia),,,,,,,
4,E-Money,ShopeePay Malaysia Sdn Bhd,"NOT FOUND [ShopeePay Malaysia = Sea Limited/Monee subsidiary, BNM e-money issuer. Malaysia Head Alain Yee (AEMI president) confirmed. Parent Sea Ltd execs (Forrest Li CEO, Gang Ye COO, Chris Feng President - non-target). No MY-specific CISO/CRO/CTO/Compliance/IA/GRC publicly listed.]",,"Tony Hou (Chief Financial Officer, Sea Limited - parent) [Official: sea.com/aboutus/leadership, conf 80 - inherited to ShopeePay Malaysia. ShopeePay = Monee (formerly SeaMoney, rebranded May 2025) digital financial services arm of Sea Limited. Malaysia Head: Alain Yee (Head of ShopeePay Malaysia + President AEMI 2026/27-2027/28, LinkedIn linkedin.com/company/shopeepay, conf 85, non-target). No MY-specific CISO/CRO/CTO/Compliance/IA/GRC found.]",,,,
6,Fintech Sandbox,Soft Space Sdn Bhd,"NOT FOUND [Malaysian fintech (softspace.com.my). CSO & co-founder Chris Leong (Jelawang Capital interview, conf 90, non-target). CEO Justin Chew reported but unverified. 0/7 target roles.]",,,,,,
1,Licensed Banks,Standard Chartered Bank Malaysia Berhad,"Sivanathan Subramaniam (CISO Malaysia) [LinkedIn: linkedin.com/posts/sivanathansubramaniam, conf 75]",Ong Gaik Ean (CRO) + Irene Tan (Compliance) [Group-level composite],Mushahid Syed (Interim CEO & CFO),Ong Gaik Ean (CRO),Irene Tan (Chief Compliance Officer),Joy Chowdhury (Chief Technology & Operations Officer),Praveen Sankaranarayan (Head of Audit)
4,Card Schemes,Standard Chartered Shopee Visa Card,,,,,,,
6,Fintech Registered,Stripe Payments Malaysia Sdn Bhd,"NOT FOUND [Parent: Stripe Inc. Global CEO Patrick Collison, President John Collison, CPO Rob McIntosh, Board Mark Carney (Wikipedia, conf 85, all non-target). stripe.com has no Malaysia-specific leadership. 0/7 target roles.]",,,,,,
1,Licensed Banks,Sumitomo Mitsui Banking Corporation Malaysia Berhad,"CEO: Atsuhide Shiojiri (President/CEO, effective 30 Apr 2024) [News: theedgemalaysia.com, themalaysianreserve.com]",,,"Lim Tuang Ooi (Board Risk Management Committee Chairman, Ind. Non-Exec Director) [Official: smbc.co.jp/asia/malaysia/SMBCMY-board-of-directors.pdf, conf 85 - board-level oversight]",,,"Lo Nyen Khing (Board Audit Committee Chairman, Ind. Non-Exec Director) [Official: smbc.co.jp/asia/malaysia/SMBCMY-board-of-directors.pdf, conf 85 - board-level oversight]"
2,Insurers,Sun Life Malaysia Assurance Berhad,"CEO: Ho Teck Seng (President & CEO, effective 1 July 2025, succeeding Raymond Lew) [Official: sunlifemalaysia.com, conf 95]","Board Chairman: Dato' Noorazman Abd. Aziz (Ind. Director, appointed 13 May 2022) [Official: sunlifemalaysia.com, conf 95]; RMC Chair: Nigel Hazell (Ind. Director, Risk Mgmt Cmte Chairman) [Official: sunlifemalaysia.com, conf 95]","Lim Chin Har / Chew Lim (Chief Financial Officer) [LinkedIn: my.linkedin.com/in/chew-lim-209a05397, conf 65; cross-ref official mgmt page image: sunlifemalaysia.com/about-us/leadership/management-team]","Nigel Hazell (Board Risk Management Committee Chairman, Ind. Director, appointed 13 May 2022) [Official: sunlifemalaysia.com/about-us/leadership/board-of-directors-assurance/, conf 95]",,,"Wong Ah Kow (Board Audit Committee Chairman, Ind. Director, appointed 22 Sep 2022) [Official: sunlifemalaysia.com/about-us/leadership/board-of-directors-assurance/, conf 95]"
" CEO) [Official: sunlifemalaysia.com]""",,,,,,,,,
5,GLC-Linked,Syarikat Jaminan Pembiayaan Perniagaan (SJPP),,"Juanita Rusmini binti Abdul Jalil (Acting Principal Officer) [sjpp.com.my, HIGH-80]",,,,,
2,Takaful,Syarikat Takaful Malaysia Berhad,,Shizal Fisham bin Ramli (Chief Governance Officer) [Official: takaful-malaysia.com.my],New Kheng Chee (Group CFO) [Official: takaful-malaysia.com.my],,Redzuan bin Abu (Head of Compliance) [Official: takaful-malaysia.com.my],Nazaruddin Adha bin Md Noor (CTO) [Official: takaful-malaysia.com.my],Zuhairi bin Ismail (Chief Internal Audit) [Official: takaful-malaysia.com.my]
4,E-Money,TNG Digital Sdn Bhd,,"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Lai Mee Fong|Chief Financial Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CFO,"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role","Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Desmond Chin Ye Foong|Chief Technology Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CTO (maps to CIO/CTO role),
3,Development FIs,Tabung Haji,,Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) + Mohd Hasraff Hashim (Head of Integrity & Governance) [Composite] [Official: tabunghaji.gov.my/peneraju-th],"Shamsul Bahar Shamsudin (Group Executive Director, Finance) [Official: tabunghaji.gov.my/peneraju-th]; Mustakim Mohamad (was Group Exec Dir Finance, now CEO since 6 May 2025) [News: bharian.com.my]",Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) [Official: tabunghaji.gov.my/peneraju-th],Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) [Official: tabunghaji.gov.my/peneraju-th],Shamsul Kamal Hussein Kamal (Chief Information Technology Officer) [Official: tabunghaji.gov.my/peneraju-th],Abu Bakar Baba (Group Chief Internal Auditor) [Official: tabunghaji.gov.my/peneraju-th]
2,Takaful,Takaful Am General Berhad,,,"Sharmini Perampalam (EVP & Group CFO) [mnrb.com.my, HIGH-90]",,"Abd Ghafur Ahmad (SVP & Group Chief Compliance Officer) [mnrb.com.my, HIGH-90]","Aaron Loo (SVP & Group Chief Transformation Officer) [mnrb.com.my, MEDIUM-65]","Haniza Filzah Hayani Abu Haniffa (SVP & Group Chief Internal Auditor) [mnrb.com.my, HIGH-90]"
2,Takaful,Takaful IKHLAS Berhad,,,"Sharmini Perampalam (Executive VP and Group CFO, MNRB Group) [Official: mnrb.com.my, conf 75 - group-level]",,"Abd Ghafur Ahmad (Senior VP & Group Chief Compliance Officer, MNRB Group) [Official: mnrb.com.my, conf 75 - group-level]","Lee Kok Seong (Senior VP & Chief Information Officer) [Malaysian Insurance Directory 2025/2026, conf 90]","Haniza Filzah Hayani Abu Haniffa (Senior VP and Group Chief Internal Auditor, MNRB Group) [Official: mnrb.com.my, conf 75 - group-level]"
3,Development FIs,Tekun Nasional,CEO: Not confirmed (tekun.gov.my scraped - contact info only; no leadership/management page found) [Searched: tekun.gov.my - no leadership page; web/firecrawl - limited],NOT FOUND [Small microcredit institution under Ministry of Entrepreneur Development. Website (tekun.gov.my) has no management/leadership/governance pages. Likely no dedicated GRC role.],"Hj. Aishamuddin bin Zulkefli (Timbalan Ketua Pegawai Eksekutif (Kewangan) / Deputy CEO Finance) [Official: tekun.gov.my PDF org chart, conf 90]","Hj Mohamad Razman bin Razak (Ketua Jabatan Pengurusan Risiko / Head of Risk Management) [Official: tekun.gov.my PDF org chart, conf 90]","Jalilah Che Bidin (Ketua Jabatan Integriti & Tadbir Urus / Head of Integrity & Governance) [Official: tekun.gov.my PDF org chart, conf 90]","Hj. Muhammad Yusman bin Yusoff (Ketua Jabatan Teknologi Maklumat / Head of IT) [Official: tekun.gov.my PDF org chart, conf 90]","Md Rukemi bin Ishak (Ketua Jabatan Audit Dalam / Head of Internal Audit) [Official: tekun.gov.my PDF org chart, conf 90]"
2,Insurers,Tokio Marine Life Insurance Malaysia Bhd,,,"Tham Kok Yoke (Chief Financial Officer) [Official: tokiomarine.com/my/en/life/about-us/our-board-of-directors-and-management-team.html, conf 95]","Andrew Ngou Chee Mun (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 90]","Loh Chee Hoong (Head of Compliance) [Malaysian Insurance Directory 2025/2026, conf 90]","Nicholas Tan Chin Yau (Chief Information Officer) [Malaysian Insurance Directory 2025/2026, conf 90]","Wong Kah Keong (Head of Internal Audit) [Malaysian Insurance Directory 2025/2026, conf 90]"
4,E-Money,Touch 'n Go eWallet (TNG Digital Sdn Bhd),,"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Lai Mee Fong|Chief Financial Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CFO,"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role","Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Desmond Chin Ye Foong|Chief Technology Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CTO (maps to CIO/CTO role),
4,Card Schemes,Touch n Go Visa Prepaid Card,,,,,,,
3,MSBs,Touch n Go eWallet Sdn Bhd,,"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Lai Mee Fong|Chief Financial Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CFO,"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role","Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Desmond Chin Ye Foong|Chief Technology Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CTO (maps to CIO/CTO role),
3,MSBs,ToyyibPay Sdn Bhd,"NOT FOUND [Malaysian Shariah-compliant payment gateway founded 2019 (Bandar Tasik Selatan KL, 11-50 employees). toyyibpay.com has no leadership/team info. 5 LinkedIn employee names found (Zaiem Bakar, Muhammad Anwar, Atiqah Ghaffar, Nur Syakilah Rohaney, Ahmad Shahril Ibrahim) but individual profiles blocked - titles unknown. 0/7 target roles.]",,,,,,
4,Card Schemes,UOB Lazada Visa Card,,,,,,,
1,Licensed Banks,UOB Malaysia Berhad,"Tobias Gondrom (Group CISO, UOB Group) [Web search, conf 75]",Tan Tii Lam (CRO) + Loke Chee Keen Daniel (Compliance) [Group-level composite],Chang Yeong Gung (CFO),Tan Tii Lam (CRO),Loke Chee Keen Daniel (Head Compliance),Mohamad Fazli Bin Mohamad Sarujee (Head Technology & Operations),Wong See Hong Bill (Head Internal Audit)
3,MSBs,Wallex Sdn Bhd,"NOT FOUND [Wallex = M-DAQ Global cross-border payments brand. Parent CEO: Tan Choon Seng (Group CEO M-DAQ, conf 90). No CISO/CFO/CRO/CTO/IA/GRC publicly named at Wallex or M-DAQ. Only compliance counsel (Indonesia-based) found.]",,,,"Dee Patria Adithana, GRCP (Legal & Compliance Counsel, M-DAQ Global - parent) [Official: wallex.asia/en-sg/about-us + LinkedIn id.linkedin.com/in/dee-patria-adithana, conf 80 - Indonesia-based, inherited to Wallex Malaysia entity. Wallex.com DNS-fails; correct domain wallex.asia. M-DAQ HQ Singapore, PJ Malaysia office.]",,
4,E-Money,WeChat Pay Malaysia (Tencent),,,,,,,
4,E-Money,WeChat Pay Malaysia Sdn Bhd,,,,,,,
3,MSBs,Wise (formerly TransferWise) Malaysia Sdn Bhd,,,"Emmanuel Thomassin (Chief Financial Officer, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 95]",,"Nita Patel (Group Chief Compliance Officer, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 95]","Harsh Sinha (Chief Technology Officer, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 95]",
3,MSBs,Xendit Technologies (Malaysia) Sdn Bhd,"NOT FOUND [Malaysia entity formed via Payex acquisition 2023-2025. No Malaysia-specific CISO/CFO/CRO/Compliance/IA/GRC publicly listed. Parent Xendit (Indonesia unicorn) CTO inherited for CIO/CTO role. Offices in Penang + KL, 4500+ MY businesses onboarded.]",,,,,"Bo Chen (Chief Technology Officer, Xendit - parent) [Official: xendit.co/en/company/, conf 80 - inherited to Malaysia entity. Xendit acquired Payex (BNM-licensed) 2023, full acquisition 2025. Malaysia Country Manager: Jayson Poon (official press release Oct 2025, conf 98, non-target). GM Malaysia: Jason Siew (press release Sep 2025, conf 98, non-target). Parent CEO: Moses Lo, COO: Tessa Wijaya (non-target).]",
2,Insurers,Zurich Life Insurance Malaysia Berhad,"CEO: Pauline Teoh (Chief Executive Officer) [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders, conf 95]; Country Head: Junior Cho [Official: zurich.com.my, conf 95]",,,,,,"Onn Kien Hoe (Audit Committee Chair) [Zurich Life Insurance Malaysia Berhad AR 2025, conf 85 - board-level oversight]"
2,Takaful,Zurich Takaful Malaysia Berhad,"CEO: Nur Fatihah Mustafa (Chief Executive Officer) [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders, conf 95]; Exec Director: Junior Cho [Official: zurich.com.my, conf 95]",,,,,,
6,Fintech Registered,iPay88 (M) Sdn Bhd,Alex Wah|Head of IT Cum CISO|70|https://rocketreach.co/ipay88-management_b5e52ecdf42e67ac|iPay88 CISO (RocketReach source - MEDIUM confidence),,,,,,
3,MSBs,iPay88 (Malaysia) Sdn Bhd,Alex Wah|Head of IT Cum CISO|70|https://rocketreach.co/ipay88-management_b5e52ecdf42e67ac|iPay88 CISO (RocketReach source - MEDIUM confidence),,,,,,
1,Licensed Banks,Bank Muamalat Malaysia Berhad,"CEO: Khairul Kamarudin (President and CEO, CEO of the Year 2024 GIFA) [News: nst.com.my, bernama.com]","Nasha Phedra binti Amin (Head, Legal & Secretarial) [Official: muamalat.com.my]",Amirul Nasir Abdul Rahim (Chief Financial Officer) [Official: muamalat.com.my],Hamidi A Razak (Chief Risk Officer) [Official: muamalat.com.my],Wan Kamarudin Wan Omar (Chief Compliance Officer) [Official: muamalat.com.my],Ts. Megat Mohammad Faisal Khir Johari (Chief Technology Officer) [Official: muamalat.com.my],Faidzuel Bin Zain (Chief Internal Auditor) [Official: muamalat.com.my]
